title,description,subject,date,date is approximate,source,latitude,longitude,subject (lcsh),format-original,donor,identifier,format,language,type,rights,rightsstatement,date created,filename,date created,date modified,reference url,cdmid,contentdm file name,contentdm file path,objectid
1948-1949 University of Idaho  boxing squad,"University of Idaho 1948-1949 boxing squad - Coach Frank Young, Len Walker, Vern Gasser, Vern Bahr, Thane Johnson, Woody DeLorme Don Ellis, Ted Diehl, Herb Carlson, DeForest Tovey, Norm Walker.  (4th nationally) [Date: 1949]",national championships; boxing squad; boxing; boxers,1949,yes,"MG5388, Donald Richard Theophilus Jr. Boxing at the University of Idaho, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections",46.727485,-117.014185,University of Idaho -- Sports -- History; Boxing -- Idaho -- Moscow,5x7 black and white print,,MG5388_35,image/jpg,eng,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2014,,2014-04-01,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/boxing/id/28,28,35.jp2,/boxing/image/35.jp2,demo_boxing28
1936-1937 University of Idaho freshman boxing squad,"University of Idaho freshman boxing squad - Front row: Patsy Fitzpatrick, Pete Cenarrusa, Bud Benoit, John Gessner, Right, Jackie Doone, Back row: Jim Clabby, Forest Ober, Alex Passic, Bill Barnett [Date: 1937]",freshmen; boxing squad; boxers; boxing,1937,yes,"MG5388, Donald Richard Theophilus Jr. Boxing at the University of Idaho, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections",46.727485,-117.014185,University of Idaho -- Sports -- History; Boxing -- Idaho -- Moscow,5x7 black and white print,,MG5388_36,image/jpg,eng,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2014,,2014-04-01,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/boxing/id/29,29,36.jp2,/boxing/image/36.jp2,demo_boxing29
1934-1935 University of Idaho boxing squad,"University of Idaho boxing squad - Front row: V. Gossett, R. Miller, J. August, W. Stevens, G. Riddle, E. Spencer, L. Purcell, G. Erickson, J. Laing, L. Rich, W. Morrow, Coach Louie August. Back row: D. Gudmundsen, S. Woodruff, B. Carssow, A. Wilson, D. Strickfaden, K. Preston, J. Rayburn, R. Crowley, R. Hanford [Date: 1935]",demo_boxing squad; boxing; boxers,1935,yes,"MG5388, Donald Richard Theophilus Jr. Boxing at the University of Idaho, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections",46.727485,-117.014185,University of Idaho -- Sports -- History; Boxing -- Idaho -- Moscow,4x7 black and white print,,MG5388_37,image/jpg,eng,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2014,,2014-04-01,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/boxing/id/30,30,37.jp2,/boxing/image/37.jp2,demo_boxing30
1935-1936 University of Idaho boxing squad,"University of Idaho boxing squad - First row: Ralph Miller, Earl Evans, Luke Percell, Bill Morrow, Glen Craig, Joey August, Aaron Blewett, Dick Lambert, Coach Louie August.  Second row: manager Gossett, Clark Francisco, unidentified, Paul George, Bender Luce, Jim Laing, Rolly Shumway.  Third row: manager Lloyd Evans, Carlos Perkins, Merle Britton, Frank O'Brien, unidentified, unidentified, manager Con Underdahl. [Date: 1936]",demo_boxing squad; boxing; boxers,1936,yes,"MG5388, Donald Richard Theophilus Jr. Boxing at the University of Idaho, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections",46.727485,-117.014185,University of Idaho -- Sports -- History; Boxing -- Idaho -- Moscow,4x7 black and white print,,MG5388_38,image/jpg,eng,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2014,,2014-04-01,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/boxing/id/31,31,38.jp2,/boxing/image/38.jp2,demo_boxing31
1937-1938 University of Idaho boxing squad,"1937-1938  University of Idaho boxing squad - Front row: Coach Louie August, Pete Cenarrusa, Milt Osterhaut, Captain Ralph Miller, Patsy Fitzpatrick, Max Hosada,  Back row: Ross Sundberg, Jim Nixon, Bud Benoit, Bill Morrow, Joe Fallini, Carl Killian [Date: 1938]",demo_boxing squad; boxing; boxers,1938,yes,"MG5388, Donald Richard Theophilus Jr. Boxing at the University of Idaho, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections",46.727485,-117.014185,University of Idaho -- Sports -- History; Boxing -- Idaho -- Moscow,4x7 black and white print,,MG5388_39,image/jpg,eng,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2014,,2014-04-01,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/boxing/id/32,32,39.jp2,/boxing/image/39.jp2,demo_boxing32
University of Idaho 1950 boxing squad,"University of Idaho 1950 boxing squad - L-r: (front) Herb Carlson, Norm Walker, DeForest Tovey, Frank Echevarria, Len Walker, Bud Lawson, Frank Gillette. (back) Ted Diehl, Thane Johnson, Larry Hanson, Vern Bahr, Don Ellis, Mervin Pierce, Doyle Haskins. [Date: 1950]",boxers,1950,yes,"MG5388, Donald Richard Theophilus Jr. Boxing at the University of Idaho, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections",46.727485,-117.014185,University of Idaho -- Sports -- History; Boxing -- Idaho -- Moscow,8x10 black and white print,,MG5388_06,image/jpg,eng,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2014,,2014-04-01,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/boxing/id/33,33,4.jp2,/boxing/image/4.jp2,demo_boxing33
1936-1937 University of Idaho varsity boxing squad,"1936-1937  University of Idaho varsity boxing squad - Front row: Ralph Miller, Aaron Blewett, Luke Prucell, Joe Fallini, Frank O'Brien, Back row: Milt Osterhout, Jim Nixon, Walt McGill, Captain Ross Sundberg, Sherm Schmidt. [Date: 1937]",demo_boxing squad; varsity boxing squad; boxing; boxers,1937,yes,"MG5388, Donald Richard Theophilus Jr. Boxing at the University of Idaho, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections",46.727485,-117.014185,University of Idaho -- Sports -- History; Boxing -- Idaho -- Moscow,5x7 black and white print,,MG5388_40,image/jpg,eng,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2014,,2014-04-01,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/boxing/id/34,34,40.jp2,/boxing/image/40.jp2,demo_boxing34
1933-1934 University of Idaho boxing squad,"1933-1934 University of Idaho boxing squad - Front row: D. Butler, G. Gage, R. Sundberg, C. Fickes, L. Paskin, L. Denton, L. August, R. Ames, C. Greathouse, H. Coppedge.  Back row: M. Brigham, E. Hollinger, M. Fickes, E. Ritzheimer. [Date: 1934]",demo_boxing squad; boxing; boxers,1934,yes,"MG5388, Donald Richard Theophilus Jr. Boxing at the University of Idaho, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections",46.727485,-117.014185,University of Idaho -- Sports -- History; Boxing -- Idaho -- Moscow,4x7 black and white print,,MG5388_41,image/jpg,eng,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2014,,2014-04-01,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/boxing/id/35,35,41.jp2,/boxing/image/41.jp2,demo_boxing35
"University of Idaho, Pacific Coast Intercollegiate boxing team trophies","University of Idaho, Pacific Coast Intercollegiate boxing team trophies - Frank Young, Boxing Coach [Date: 1947]",coach's; team trophies,1947,yes,"MG5388, Donald Richard Theophilus Jr. Boxing at the University of Idaho, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections",38.581572,-121.4944,University of Idaho -- Sports -- History; Boxing -- Idaho -- Moscow,8x10 black and white print,,MG5388_43,image/jpg,eng,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2014,,2014-04-01,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/boxing/id/36,36,42.jp2,/boxing/image/42.jp2,demo_boxing36
Pacific Coast Intercollegiate boxing champions [01],"Pacific Coast Intercollegiate boxing champions - Left to Right: Heavyweight, Charles Drazenovich, Penn State; 175# Carl Maxey, Gonzaga University; 165# Herb Carlson, University of Idaho; 155# Eli Thomas, Gonzaga University; 145# Len Walker, University of Idaho; 135# Everret Conley, Washington State; 130# Ted Thrash, Louisiana State; 125# Mac Martinez, San Jose State. [Date: 1950]",Pacific Coast Intercollegiate boxing championships; championships; boxing; boxers; boxing squad,1950,yes,"MG5388, Donald Richard Theophilus Jr. Boxing at the University of Idaho, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections",38.581572,-121.4944,University of Idaho -- Sports -- History; Boxing -- Idaho -- Moscow,8x10 black and white print,,MG5388_44,image/jpg,eng,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2014,,2014-04-01,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/boxing/id/37,37,43.jp2,/boxing/image/43.jp2,demo_boxing37
Pacific Coast Intercollegiate Boxing Association champions [02],"Pacific Coast Intercollegiate Boxing Association champions - L-r: 125# Mac Martinez, San Jose State; 130# James Reilly, Gonzaga University; 135# Everett Conley, Washington State; 145# Floyd Wilson, UCLA; 155# Eli Thomas, Gonzaga University; 165# Herb Carlson, University of Idaho; 175#  Carl Maxey, Gonzaga University; Heavyweight  Herb Christianson, Washington State. [Date: 1950]",intercollegiate boxing championships; championships; boxing; boxers; boxing squad; intercollegiate boxing association champions,1950,yes,"MG5388, Donald Richard Theophilus Jr. Boxing at the University of Idaho, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections",38.581572,-121.4944,University of Idaho -- Sports -- History; Boxing -- Idaho -- Moscow,8x10 black and white print,,MG5388_45,image/jpg,eng,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2014,,2014-04-01,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/boxing/id/38,38,44.jp2,/boxing/image/44.jp2,demo_boxing38
1938-1939 University of Idaho boxing squad,"University of Idaho boxing squad - Kneeling: Coach Louie August.  Standing: Ted Kara, Bud Benoit, Alex Passic, Co-captains Carl Killian and Joe Fallini, Sam Zingale, Hank Struab. [Date: 1939]",demo_boxing squad; boxing; boxers,1939,yes,"MG5388, Donald Richard Theophilus Jr. Boxing at the University of Idaho, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections",46.727485,-117.014185,University of Idaho -- Sports -- History; Boxing -- Idaho -- Moscow,5x7 black and white print,,MG5388_42,image/jpg,eng,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2014,,2014-04-01,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/boxing/id/39,39,45.jp2,/boxing/image/45.jp2,demo_boxing39
Pacific Coast Intercollegiate Boxing Association champions [03],"Pacific Coast Intercollegiate Boxing Association champions - Pacific Coast Champions, 1947. Includes Roy Engberson, Herb Carlson, Laune Erickson. [Date: 1947]",intercollegiate boxing association championships; intercollegiate boxing association champions; boxing; boxers; boxing squad,1947,yes,"MG5388, Donald Richard Theophilus Jr. Boxing at the University of Idaho, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections",38.581572,-121.4944,University of Idaho -- Sports -- History; Boxing -- Idaho -- Moscow,8x10 black and white print,,MG5388_46,image/jpg,eng,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2014,,2014-04-01,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/boxing/id/40,40,46.jp2,/boxing/image/46.jp2,demo_boxing40
University of Idaho boxing squad Sugar Bowl Champions,"University of Idaho boxing squad Sugar Bowl Champions - L-r: Coach Louie August, Frank Kara, Chase Anderson, Ted Kara, Laune Erickson. [Date: 1941]",championships; boxing squad; boxing; boxers; trophies,1941,yes,"MG5388, Donald Richard Theophilus Jr. Boxing at the University of Idaho, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections",38.581572,-121.4944,University of Idaho -- Sports -- History; Boxing -- Idaho -- Moscow,7.5x9.5 black and white print,,MG5388_47,image/jpg,eng,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2014,,2014-04-01,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/boxing/id/41,41,47.jp2,/boxing/image/47.jp2,demo_boxing41
"Boxers, including Laune Erickson, Sammy Zingale, Ted Kara, Frank Kara","Boxers, including Laune Erickson, Sammy Zingale, Ted Kara, Frank Kara -  [Date: 1940]",boxers; boxing squad; boxing,1940,yes,"MG5388, Donald Richard Theophilus Jr. Boxing at the University of Idaho, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections",38.581572,-121.4944,University of Idaho -- Sports -- History; Boxing -- Idaho -- Moscow,7.5x9.5 black and white print,,MG5388_48,image/jpg,eng,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2014,,2014-04-01,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/boxing/id/42,42,48.jp2,/boxing/image/48.jp2,demo_boxing42
1947 National boxing championship team,"1947 National boxing championship team - National Champions, 1947.  [Date: 1947]",national championships; boxing squad; boxing; boxers; trophies,1947,yes,"MG5388, Donald Richard Theophilus Jr. Boxing at the University of Idaho, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections",38.581572,-121.4944,University of Idaho -- Sports -- History; Boxing -- Idaho -- Moscow,8x10 black and white print,,MG5388_49,image/jpg,eng,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2014,,2014-04-01,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/boxing/id/43,43,49.jp2,/boxing/image/49.jp2,demo_boxing43
University of Idaho 1950-51 boxing squad trophies,University of Idaho 1950-51 boxing squad trophies -  [Date: 1951],trophies,1951,yes,"MG5388, Donald Richard Theophilus Jr. Boxing at the University of Idaho, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections",46.727485,-117.014185,University of Idaho -- Sports -- History; Boxing -- Idaho -- Moscow,8x10 black and white print,University of Idaho. News Bureau. ASUI.,MG5388_08,image/jpg,eng,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2014,,2014-04-01,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/boxing/id/44,44,5.jp2,/boxing/image/5.jp2,demo_boxing44
"Frank Kara, University of Idaho boxer","Frank Kara, University of Idaho boxer - Frank Kara [Date: 1947]",boxers; boxing,1947,yes,"MG5388, Donald Richard Theophilus Jr. Boxing at the University of Idaho, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections",46.727485,-117.014185,University of Idaho -- Sports -- History; Boxing -- Idaho -- Moscow,4x5 black and white film negative,,MG5388_50,image/jpg,eng,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2014,,2014-04-01,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/boxing/id/45,45,50.jp2,/boxing/image/50.jp2,demo_boxing45
Crowned Heads of Coast Boxing,"Crowned Heads of Coast Boxing - Newspaper clipping from 1936 titled [Pacific Coast Intercollegiate Boxing Tournament at Sacramento, Calif]","Sacramento, California;tournament;",1936,yes,"MG5388, Donald Richard Theophilus Jr. Boxing at the University of Idaho, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections",38.581572,-121.4944,University of Idaho -- Sports -- History; Boxing -- Idaho -- Moscow,Newspaper clipping,,MG5388_51,image/jpg,eng,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2014,,2014-04-01,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/boxing/id/46,46,51.jp2,/boxing/image/51.jp2,demo_boxing46
Ted Kara,"Ted Kara - Olympic Boxing Team Captain 1936 [Date: 1936]",boxer; team captain; Olympian,1936,yes,"MG5388, Donald Richard Theophilus Jr. Boxing at the University of Idaho, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections",46.727485,-117.014185,University of Idaho -- Sports -- History; Boxing -- Idaho -- Moscow,Clipping,,MG5388_52,image/jpg,eng,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2014,,2014-04-01,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/boxing/id/47,47,52.jp2,/boxing/image/52.jp2,demo_boxing47
"Don Ellis, University of Idaho boxer 1948-49","Don Ellis, University of Idaho boxer 1948-49 - 175 lbs and heavy weight  [Date: 1948]",boxers; boxing; heavy weight,1948,yes,"MG5388, Donald Richard Theophilus Jr. Boxing at the University of Idaho, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections",46.727485,-117.014185,University of Idaho -- Sports -- History; Boxing -- Idaho -- Moscow,8x10 black and white print,,MG5388_02,image/jpg,eng,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2014,,2014-04-01,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/boxing/id/48,48,6.jp2,/boxing/image/6.jp2,demo_boxing48
University of Idaho 1950-51 boxing squad,University of Idaho 1950-51 boxing squad -  [Date: 1951],group portrait; trophies; boxers,1951,yes,"MG5388, Donald Richard Theophilus Jr. Boxing at the University of Idaho, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections",46.727485,-117.014185,University of Idaho -- Sports -- History; Boxing -- Idaho -- Moscow,8x10 black and white print,University of Idaho. News Bureau. ASUI.,MG5388_07,image/jpg,eng,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2014,,2014-04-01,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/boxing/id/49,49,7.jp2,/boxing/image/7.jp2,demo_boxing49
"Larry Moyer, University of Idaho boxer","Larry Moyer, University of Idaho boxer - Larry Moyer, sophomore, 175, 6'. Portland, Oregon.  [Date: 1952]","boxing; boxers; Oregon, Portland",1952,yes,"MG5388, Donald Richard Theophilus Jr. Boxing at the University of Idaho, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections",46.727485,-117.014185,University of Idaho -- Sports -- History; Boxing -- Idaho -- Moscow,8x10 black and white print,University of Idaho. News Bureau. ASUI.,MG5388_04,image/jpg,eng,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2014,,2014-04-01,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/boxing/id/50,50,8.jp2,/boxing/image/8.jp2,demo_boxing50
University of Idaho boxing squad [01],University of Idaho boxing squad -  [Date: 1952],boxers; boxing; boxing squad,1952,yes,"MG5388, Donald Richard Theophilus Jr. Boxing at the University of Idaho, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections",46.727485,-117.014185,University of Idaho -- Sports -- History; Boxing -- Idaho -- Moscow,7x9 black and white print,,MG5388_09,image/jpg,eng,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2014,,2014-04-01,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/boxing/id/51,51,9.jp2,/boxing/image/9.jp2,demo_boxing51
