title,description,creator,recipient,date,date-is-approximate,item-information,subject,related-publication,publisher-digital,source,findingaid,original-identifier,identifier,rights,rightsstatement,type,format,language,relation,reference-url,cdmid,contentdm-file-name,contentdm-file-path,objectid,latitude,longitude,youtubeid
"Psychiana, A Mail Order Religion Created in the Small Town of Moscow, Idaho","Short video describing Psychiana, a mail order religion that preached the New Thought Movement. In 1928, Dr. Frank B. Robinson created Psychiana in Moscow, Idaho.",Northwest Public Broadcasting,,2019-08-28,,youtube video,Religion; Frank B. Robinson,,Northwest Public Broadcasting,Northwest Public Broadcasting,,,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Audio,video/mpeg,eng,,,,,,pyschiana_demo20,,,x6eu5wj8b04
God - As a Living Spirit -Can Bring to You Perfect Abundance!,"Illustration of a man carrying a basket full of harvested vegetables. A paragraph of text follows the illustration stating that God is not dead, never has been, and that the reader will realize, 'sooner or later,' what the 'God-Law' can do for him or her.",,,1939,yes,single-page; flyers,Material Abundance; Success; Health; Happiness; Spiritual Power; God-Law; Illustrations; Stephen Bern Dahlman,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 7, Folder 3",MG101_b7_f3_005,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/829,829,556.pdf,/psychiana/image/556.pdf,demo_psychiana829,39.770372,-89.639463
Good News,"Radio program corresponding with transcript of Radio Psychiana - Series for Dr. Frank B. Robinson No. 3. Episode begins proclaiming the growth of Pyschiana and then takes listeners to Robinson's home in Moscow, Idaho, describing its appearance. A dialogue begins between a 'guide' and Robinson about miracles, healing, the God-Law, the mail Robinson receives, and the 'Life Impulse' or 'motivating spirit' that allows people to think and live with God.",The Izzard Company,,1947,yes,radio program,God-Law; Life Spirit; Mircales; Healing; Sudent Letters; Testimonials,Good News,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 5, Tapes",Good_News_09,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Sound,audio/mp3,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/54,54,148.mp3,/psychiana/image/148.mp3,demo_psychiana54,39.770372,-89.639463
Good News - Man's Quest,"Radio program episode discusses man's quest for answers, then introduces Robinson and his concept of the Cosmic God-Power. Robinson discusses the God-Power, reads a student letter asking for help, and uses the discovery of the 'cosmic ray' by Professor Milikan as evidence that there is invisible power around us. Robinson claims this Power is for our use and can bring anyone what they desire. Also includes a testimonial from a man claimed to live in Holland.",,,1947,yes,radio program,God-Power; Cosmic Rays; Science and Technology; Student Letters; Hardship; Material Abundance; Testimonials,Good News,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 5, Tapes",Good_News_05,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Sound,audio/mp3,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/55,55,149.mp3,/psychiana/image/149.mp3,demo_psychiana55,,
Good News - Purpose of the Program,"Radio program episode outlines the purpose of the 'Good News' radio program, to broadcast positive and peaceful things rather than negative. Episode includes organ music and songs sung by Al Marino, jokes made in the face of war, and urges listeners to buy quality-made products for better piece of mind.",,,1947,yes,radio program,Peace; Good News; Quality Products; World War; Organ,Good News,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 5, Tapes",Good_News_04,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Sound,audio/mp3,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/52,52,146.mp3,/psychiana/image/146.mp3,demo_psychiana52,,
"Hang This Where You Can See It, Better Still - Frame It",Flyer depicts a drawing of a large tree labeled 'The God-Realm' and the word 'You' beneath one of the branches. A caption reads 'The Unity and Peace of Power' and also explains that we all live linked to the great life of God and there is nothing more simple than that.,"Psychiana, Inc.",,1938,yes,single-page; flyers,,God-Realm; God-Power; Advertising,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 4, Folder 27",MG101_b4_f27_017,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/376,376,1131.pdf,/psychiana/image/1131.pdf,demo_psychiana376,36.29246,-86.622565
Here Is Your Lesson No. 3 - Man Can Now Talk With God,Package includes introductory letter entitled 'Here is Your Lesson Number Three - To All Students.' Letter includes testimonial from a student whose sister's illness was healed. Tenney asserts this healing is proof there is no limit to the God-Power. Lesson 3 discusses the God-Law via various examples in nature (i.e. goldfish living with water all around them).,"Tenney, C.W.",,1938,yes,multiple-page; lessons,,God-Law; God-Law Examples; Testimonials; Healing;,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 4, Folder 27",MG101_b4_f27_005,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/316,316,1071.pdf,/psychiana/image/1071.pdf,demo_psychiana316,39.805157,-105.036494
Here's Your Answer!,Pocket-sized booklet includes several common questions about religion along with various answers in the form of or including quotes from the Christian Bible.,"Brooks, Keith L.",,1940,yes,,Bible; Questioning Religion,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 1, Folder 7",MG101_b1_f07_002,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/171,171,172.pdf,/psychiana/image/172.pdf,demo_psychiana171,,
I Talked With God,Clipping of an article in which Robinson discusses how he talks directly God and how God comes to us. Numbered advertisement 3543-46.,"Robinson, Frank B.",,1946,,single-page; clippings,Atom Bomb; God-Power; Talk with God,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 7, Folder 26",MG101_b7_f26_114,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/359,359,1114.pdf,/psychiana/image/1114.pdf,demo_psychiana359,47.65557,-117.419063
I Talked With God Advertisement,"Photograph of Psychiana Advertisement pinned to a board, reads 'I TALKED WITH GOD...'",,,1935,yes,single-page; photographs,Advertising,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 6, Folder - 'Frank B. Robinson Negatives'",MG101_B6_Frank_Robinson_Negatives_009,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,image/jpg,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/681,681,408.jp2,/psychiana/image/408.jp2,demo_psychiana681,47.65557,-117.419063
I Talked With God advertisement clipping,"Advertisement printed in newspapers claiming Frank B. Robinson talked with God and can offer followers the God-Power if they inquire via mail to Psychiana headquarters in Moscow, Idaho.",,,1940,yes,single-page; clippings,"Advertising; God-Power; Moscow, Idaho",,University of Idaho Library Digital Initiatives - http://www.lib.uidaho.edu/digital/,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 6, Folder - 'Clippings About Robinson'",MG101_b6_clip029,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/669,669,396.pdf,/psychiana/image/396.pdf,demo_psychiana669,39.770372,-89.639463
I Want You to Find the Almighty Power of God and You Can Right Here on Earth,Flyer includes illustration of Robinson as iconic 'Uncle Sam' with electric bolts around title. Copy states Robinson wants 'you' to discover a Power that brings prosperity.,"Psychiana, Inc.",,1944,yes,single-page; flyers,God-Power; Electricity; Uncle Sam; Success,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 7, Folder 26",MG101_b7_f26_015,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/322,322,1077.pdf,/psychiana/image/1077.pdf,demo_psychiana322,,
Is the Story of Jesus Christ Fact or Fiction? [01],Advertisement for Robinson's book 'Is the Story of Jesus Christ Fact or Fiction?' Includes order form.,,,1935,yes,single-page; order forms,Jesus Christ; Costs; Robinson's Books,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 7, Folder 27",MG101_b7_f27_013,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/371,371,1126.pdf,/psychiana/image/1126.pdf,demo_psychiana371,,
It Takes a Lot of Employees for the Psychiana Religion,"Document includes photos without names or identification of many members of the Psychiana staff, following brief description of the religion. Letter also ends with an endorsement of Robinson, Psychiana, and Psychiana advertising by James W. Brown, Sr.","Brown, James W., Sr.",,1942-10-26,,multiple-page; advertisements,,Advertising; Psychiana Staff; Endorsements,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 4, Folder 27",MG101_b4_f27_003,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/294,294,1049.pdf,/psychiana/image/1049.pdf,demo_psychiana294,,
It Took the Manifestation of Adolf Hitler,Flyer that claims the appearance of Hitler and Nazi Germany will lead to the revelation of Psychiana to all peoples of the world.,,,1942,yes,single-page; flyers,Hitler; Spirit of God; Prayer; Speak Into Existence; Psychiana Affirmations,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 7, Folder 31",MG101_b7_f31_026,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/433,433,1188.pdf,/psychiana/image/1188.pdf,demo_psychiana433,,
"Label of a photograph mailed from Frank B. Robinson to his son, Albert B. Robinson","Photograph of a brown paper label torn from a package used to mail a photograph from Frank B. Robinson to Alfred B. Robinson, including addresses and postage.",,,1948-01-20,,single-page; photographs,Mailings; Alfred B. Robinson,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 6, Folder - 'Photographs'",MG101_b6_photographs_26,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,image/jpg,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/538,538,265.jp2,/psychiana/image/265.jp2,demo_psychiana538,,
Letterheads Used by Frank B. Robinson,Pages 1-2 official envelopes used to mail Psychiana correspondence including return address on front and the words 'Quiet Talks With God' on the back; Page 3-7 various official letterheads used by Frank B. Robinson for personal correspondence on behalf of Psychiana,,,1952,yes,multiple-page; envelopes; letterheads,Mailings; Letterheads,,University of Idaho Library Digital Initiatives - http://www.lib.uidaho.edu/digital/,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 6, Folder - 'Letterheads'",MG101_b6_Letterheads,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/687,687,414.pdf,/psychiana/image/414.pdf,demo_psychiana687,,
Marilyn Allen's Challenge,Advertisement depicts a man in a suit holding bags of money and a challenge to those that that think God and Right can bring Hitler to his knees. Also includes a letter about Psychiana's need for money in a campaign called ''Blitzkrieg' for God.' Includes a 'Blitzkrieg Campaign' button pin with an illustration of Hitler.,"Allen, Marilyn R.",,1942,yes,multiple-page; advertisements,Donations; Blitzkrieg; Hitler; Success; World War; Illustrations,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 7, Folder 31",MG101_b7_f31_023,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/450,450,1205.pdf,/psychiana/image/1205.pdf,demo_psychiana450,,
Negative photograph of a Psychiana pin,Negative photograph of a pin worn by members of Psychiana. Pin includes a small hand holding a lit torch with the capital letter 'P' prominently in front.,"Robinson, Frank B.",,1936,yes,single-page; buttons (information artifacts),Psychiana Pin,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 6, Folder - 'Miscellaneous Negatives'",MG101_b6_f7_Miscellanious_Negatives_014,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,image/jpg,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/523,523,250.jp2,/psychiana/image/250.jp2,demo_psychiana523,,
Negative photograph of Frank B. Robinson's books Ye Men of Athens and The Wanderer,"Negative photograph of the covers of Frank B. Robinson's books Ye Men of Athens, which depicts an Ancient Greek building, statue, and column, and The Wanderer, which includes text only. Both published by Psychiana, Inc.","Robinson, Frank B.",,1947,yes,single-page; negatives,Robinson's Books,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 6, Folder - 'Miscellaneous Negatives'",MG101_b6_f7_Miscellanious_Negatives_010,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,image/jpg,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/722,722,449.jp2,/psychiana/image/449.jp2,demo_psychiana722,,
Negative photograph of several copies of the June 1948 edition of the 'The Way: A Quarterly Publication of the Psychiana Religion.',"Negative photograph of the covers of The Way that include rays of light moving to a point behind a picture of mountains, a mountain lake, and clouds.","Robinson, Frank B.",,1948,yes,single-page; negatives,Robinson's Writings; Psychiana Journal,The Way Magazine,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 6, Folder - 'Miscellaneous Negatives'",MG101_b6_f7_Miscellanious_Negatives_012,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,image/jpg,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/725,725,452.jp2,/psychiana/image/452.jp2,demo_psychiana725,,
Notes from Robinson to Staff,"Letters and notes that include instructions for how to manage Psychiana employees, referred to as 'girls,' while Robinson is away. Includes insults, disciplinary action, sending staff home, and specific instruction about Psychiana mail.","Robinson, Frank B.",,1940,yes,multiple-page; notes,Psychiana Staff; Psychiana Headquarters; Mailings; Pearl Bey Robinson,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 3, Folder 1",MG101_b3_f1_003,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/209,209,210.pdf,/psychiana/image/210.pdf,demo_psychiana209,,
Now --- It's War!,A flyer discussing the Japanese attack on Pearl Harbor in 1941.,"Robinson, Frank B.",,1941-12-07,,single-page; flyers,"Moscow, Idaho; World War;",,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 7, Folder 13",MG101_b7_f13_034,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/1035,1035,762.pdf,/psychiana/image/762.pdf,demo_psychiana1035,40.713569,-74.023587
Order Blank,"Order form blank for Psychiana written materials with retail, cost, and profit columns.",,Sales Agents,1936,yes,single-page; order forms,Order Blank; Prices; Psychiana Publications,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 7, Folder 23",MG101_b7_f23_041,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/247,247,1002.pdf,/psychiana/image/1002.pdf,demo_psychiana247,40.713569,-74.023587
