Title,Description,date,subject,Subject - LCSH,location,Collecting Area,Status,Manufacturer,Latitude,Longitude,Digital Collection,Archival Source,Publisher,Original Format,Provenance,rights,Credit Line,identifier,Type,Location ID,format,File Size,Height,Width,Color Space,Checksum,Hardware,Software,User Name,Notes,Internal Use,Folder Search,OCLC number,Date created,Date modified,Reference URL,cdmid,objectid,CONTENTdm file name,Archival file,CONTENTdm file path
match00008,,,Postcards;,,,,incomplete,,,,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",,Pepperdine University Libraries,"Postcard, 3.5 x 5.5 inches;",Collected and donated by Eric Wienberg,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives",match00008.tif,Image,,image/jp2,4760764 Bytes,996,1593,RGB,3923644601,Epson Expression 11000XL Photo Scanner,,PAY-324-01\paystuw,,,,,2015-12-04,2015-12-04,http://cdm15730.contentdm.oclc.org/cdm/ref/collection/p15730coll18/id/1698,1698,wienberg1698,1708.jp2,Volume5/match00008.tif,/p15730coll18/image/1708.jp2
match00003,"Printed on reverse: Coastline from atop Point Dume toward Zuma Beach, Malibu, Calif.",,Postcards; Beaches; Coastlines;,,"Point Dume, Malibu;",,,"Wayne L. Wilcox (Malibu, California);",,,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",,Pepperdine University Libraries,"Color postcard, 3.5 x 5.5 inches;",Collected and donated by Eric Wienberg,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives",match00003.tif,Image,,image/jp2,4845985 Bytes,1005,1607,RGB,3752914408,Epson Expression 11000XL Photo Scanner,,PAY-324-01\paystuw,,,,,2018-05-31,2018-05-31,http://cdm15730.contentdm.oclc.org/cdm/ref/collection/p15730coll18/id/1700,1700,wienberg1700,1710.jp2,Volume5/match00003.tif,/p15730coll18/image/1710.jp2
match00004,"Printed on reverse: Coastline from atop Point Dume toward Zuma Beach, Malibu, Calif.",,Postcards; Beaches; Coastlines;,,"Point Dume, Malibu;",,,"Wayne L. Wilcox (Malibu, California);",,,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",,Pepperdine University Libraries,"Color postcard, 3.5 x 5.5 inches;",Collected and donated by Eric Wienberg,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives",match00004.tif,Image,,image/jp2,4861060 Bytes,1005,1612,RGB,638859403,Epson Expression 11000XL Photo Scanner,,PAY-324-01\paystuw,,,,,2018-05-31,2018-05-31,http://cdm15730.contentdm.oclc.org/cdm/ref/collection/p15730coll18/id/1701,1701,wienberg1701,1711.jp2,Volume5/match00004.tif,/p15730coll18/image/1711.jp2
match00998,"The Malibu Trading Post, in western Malibu at Trancas Road and what is today the Pacific Coast Highway, burned down in 1949. It was replaced by the Trancas Restaurant and today a Starbucks.",,Postcards; Trading posts; Cafes; Automobiles;,Malibu (Calif.);,,,,,,,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",,Pepperdine University Libraries,"Postcard, 3.5 x 5.5 inches;",Collected and donated by Eric Wienberg,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives",match00998.tif,Image,,image/jp2,4980610 Bytes,1031,1610,RGB,3565498289,Epson Expression 11000XL Photo Scanner,,PAY-324-01\paystuw,,,,,2018-06-07,2018-06-07,http://cdm15730.contentdm.oclc.org/cdm/ref/collection/p15730coll18/id/1703,1703,wienberg1703,1713.jp2,Volume5/match00998.tif,/p15730coll18/image/1713.jp2
match00999,"The Malibu Trading Post, in western Malibu at Trancas Road and what is today the Pacific Coast Highway, burned down in 1949. It was replaced by the Trancas Restaurant and today a Starbucks.",,Postcards; Trading posts; Cafes; Automobiles;,Malibu (Calif.);,,,,,,,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",,Pepperdine University Libraries,"Postcard, 3.5 x 5.5 inches;",Collected and donated by Eric Wienberg,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives",match00999.tif,Image,,image/jp2,4871584 Bytes,1016,1598,RGB,2066079275,Epson Expression 11000XL Photo Scanner,,PAY-324-01\paystuw,,,,,2018-06-07,2018-06-07,http://cdm15730.contentdm.oclc.org/cdm/ref/collection/p15730coll18/id/1704,1704,wienberg1704,1714.jp2,Volume5/match00999.tif,/p15730coll18/image/1714.jp2
match00001,,,Postcards; Beaches; Dwellings;,,,,incomplete,Unknown,,,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",,Pepperdine University Libraries,"Postcard, 3.5 x 5.5 inches;",Collected and donated by Eric Wienberg,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives",match00001.tif,Image,,image/jp2,4898194 Bytes,1019,1602,RGB,4269164184,Epson Expression 11000XL Photo Scanner,,PAY-324-01\paystuw,,,,,2015-12-04,2015-12-04,http://cdm15730.contentdm.oclc.org/cdm/ref/collection/p15730coll18/id/1706,1706,wienberg1706,1716.jp2,Volume5/match00001.tif,/p15730coll18/image/1716.jp2
match00002,,,Postcards;,,,,incomplete,,,,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",,Pepperdine University Libraries,"Postcard, 3.5 x 5.5 inches;",Collected and donated by Eric Wienberg,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives",match00002.tif,Image,,image/jp2,4758970 Bytes,995,1594,RGB,1336154155,Epson Expression 11000XL Photo Scanner,,PAY-324-01\paystuw,,,,,2015-12-04,2015-12-04,http://cdm15730.contentdm.oclc.org/cdm/ref/collection/p15730coll18/id/1707,1707,wienberg1707,1717.jp2,Volume5/match00002.tif,/p15730coll18/image/1717.jp2
match00033,"Malibu, California ""Overlooking the beach homes along the beautiful surf side of Malibu Beach."" Color Photo by George Watson",,Beaches; Surfing; Coastlines,Malibu (Calif.);,,,,"Kolor Sales Ko. (Glendale, California)",,,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",,Pepperdine University Libraries,"Postcard, 3.5 x 5.5 inches;",Collected and donated by Eric Wienberg,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives",match00033.tif,Image,,image/jp2,5033968 Bytes,1028,1632,RGB,2619317888,Epson Expression 11000XL Photo Scanner,,PAY-324-01\paystuw,,,,,2018-12-06,2018-12-06,http://cdm15730.contentdm.oclc.org/cdm/ref/collection/p15730coll18/id/1709,1709,wienberg1709,1719.jp2,Volume5/match00033.tif,/p15730coll18/image/1719.jp2
match00034,"Malibu, California ""Overlooking the beach homes along the beautiful surf side of Malibu Beach."" Color Photo by George Watson",,Beaches; Surfing; Coastlines,Malibu (Calif.);,,,,"Kolor Sales Ko. (Glendale, California)",,,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",,Pepperdine University Libraries,"Postcard, 3.5 x 5.5 inches;",Collected and donated by Eric Wienberg,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives",match00034.tif,Image,,image/jp2,5037052 Bytes,1028,1633,RGB,4087862926,Epson Expression 11000XL Photo Scanner,,PAY-324-01\paystuw,,,,,2018-12-06,2018-12-06,http://cdm15730.contentdm.oclc.org/cdm/ref/collection/p15730coll18/id/1710,1710,wienberg1710,1720.jp2,Volume5/match00034.tif,/p15730coll18/image/1720.jp2
match00013,"Postcard showing the Malibu ""Movie"" Colony, home to many in the entertainment business since the 1920s.",,Beaches; Neighborhoods; Aerial photographs; Coastlines,,"Malibu Colony, Malibu;",,,,,,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",,Pepperdine University Libraries,"Postcard, 3.5 x 5.5 inches;",Collected and donated by Eric Wienberg,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives",match00013.tif,Image,,image/jp2,5022034 Bytes,1037,1614,RGB,3003392932,Epson Expression 11000XL Photo Scanner,,PAY-324-01\paystuw,,,,,2018-12-06,2018-12-06,http://cdm15730.contentdm.oclc.org/cdm/ref/collection/p15730coll18/id/1712,1712,wienberg1712,1722.jp2,Volume5/match00013-0.tif,/p15730coll18/image/1722.jp2
match00014,"Postcard showing the Malibu ""Movie"" Colony, home to many in the entertainment business since the 1920s.",,Beaches; Neighborhoods; Aerial photographs; Coastlines,,"Malibu Colony, Malibu;",,,,,,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",,Pepperdine University Libraries,"Postcard, 3.5 x 5.5 inches;",Collected and donated by Eric Wienberg,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives",match00014.tif,Image,,image/jp2,4983703 Bytes,1031,1611,RGB,1304665255,Epson Expression 11000XL Photo Scanner,,PAY-324-01\paystuw,,,,,2018-12-06,2018-12-06,http://cdm15730.contentdm.oclc.org/cdm/ref/collection/p15730coll18/id/1713,1713,wienberg1713,1723.jp2,Volume5/match00014-0.tif,/p15730coll18/image/1723.jp2
match00031,"Those who have not often felt the joy of doing a kind act, have neglected much, and most of all themselves. (A. Nielen)",,Postcards; Lakes & ponds; Canoes;,,,,incomplete,Unknown,,,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",,Pepperdine University Libraries,"Postcard, 3.5 x 5.5 inches;",Collected and donated by Eric Wienberg,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives",match00031.tif,Image,,image/jp2,4966003 Bytes,1021,1621,RGB,1137862748,Epson Expression 11000XL Photo Scanner,,PAY-324-01\paystuw,,,,,2015-12-04,2015-12-04,http://cdm15730.contentdm.oclc.org/cdm/ref/collection/p15730coll18/id/1715,1715,wienberg1715,1725.jp2,Volume5/match00031.tif,/p15730coll18/image/1725.jp2
match00032,,,Postcards;,,,,incomplete,,,,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",,Pepperdine University Libraries,"Postcard, 3.5 x 5.5 inches;",Collected and donated by Eric Wienberg,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives",match00032.tif,Image,,image/jp2,4955704 Bytes,1017,1624,RGB,3420222529,Epson Expression 11000XL Photo Scanner,,PAY-324-01\paystuw,,,,,2015-12-04,2015-12-04,http://cdm15730.contentdm.oclc.org/cdm/ref/collection/p15730coll18/id/1716,1716,wienberg1716,1726.jp2,Volume5/match00032.tif,/p15730coll18/image/1726.jp2
match00139,,,Postcards; Roads;,,,,incomplete,Unknown,,,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",,Pepperdine University Libraries,"Postcard, 3.5 x 5.5 inches;",Collected and donated by Eric Wienberg,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives",match00139.tif,Image,,image/jp2,4939198 Bytes,1617,1018,RGB,1483404726,Epson Expression 11000XL Photo Scanner,,PAY-324-01\paystuw,,,,,2015-12-04,2015-12-04,http://cdm15730.contentdm.oclc.org/cdm/ref/collection/p15730coll18/id/1718,1718,wienberg1718,1728.jp2,Volume5/match00139.tif,/p15730coll18/image/1728.jp2
match00140,,,Postcards;,,,,incomplete,,,,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables",,Pepperdine University Libraries,"Postcard, 3.5 x 5.5 inches;",Collected and donated by Eric Wienberg,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives",match00140.tif,Image,,image/jp2,4972792 Bytes,1018,1628,RGB,1308834555,Epson Expression 11000XL Photo Scanner,,PAY-324-01\paystuw,,,,,2015-12-04,2015-12-04,http://cdm15730.contentdm.oclc.org/cdm/ref/collection/p15730coll18/id/1719,1719,wienberg1719,1729.jp2,Volume5/match00140.tif,/p15730coll18/image/1729.jp2
Woman and dog posing on Pacific Palisades beach,"A woman poses on a rocky beach with a dog near the Inceville studio. Inceville was a pioneering movie studio built by film producer Thomas Ince on a ranch located at present-day Sunset Boulevard and Pacific Coast Highway in Pacific Palisades, California. Ince ran the studio for several years, starting in 1912, before selling Inceville and moving on. The village eventually burned to the ground in 1922; only the church, made of stone, survived. It would later disappear as well. This photo is part of a series documenting the visit of a small party to Inceville and nearby locations. Written by Eric Wienberg on back: ""1922 Inceville, CA; Sunset Beach, Pacific Palisades, Cal.""",,Women; Dogs; Coastlines; Beaches;,"Pacific Palisades (Los Angeles, Calif.);",,Malibu Historical Collection;,complete;,,,,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Ephemera 0129: http://www.oac.cdlib.org/findaid/ark:/13030/c8w95gpb",Pepperdine University Libraries,"Black and white photographic print, 3.5 x 4.5 inches;",Collected and donated by Eric Wienberg,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives",match00984.tif,Image,,image/jp2,15219088 Bytes,1994,2544,RGB,3648139653,Epson Expression 11000XL Photo Scanner,,PAY-324-01\paystuw,,,,,2015-12-04,2019-03-25,http://cdm15730.contentdm.oclc.org/cdm/ref/collection/p15730coll18/id/1721,1721,wienberg1721,1698.jp2,Volume5/match00984.tif,/p15730coll18/image/1698.jp2
Woman and dog posing on Pacific Palisades beach,"A woman poses on a rocky beach with a dog near the Inceville studio. Inceville was a pioneering movie studio built by film producer Thomas Ince on a ranch located at present-day Sunset Boulevard and Pacific Coast Highway in Pacific Palisades, California. Ince ran the studio for several years, starting in 1912, before selling Inceville and moving on. The village eventually burned to the ground in 1922; only the church, made of stone, survived. It would later disappear as well. This photo is part of a series documenting the visit of a small party to Inceville and nearby locations. Written by Eric Wienberg on back: ""EEW 1922: Inceville, Cal.; Sunset Beach, Pacific Palisades, Cal.""",,Women; Dogs; Coastlines; Beaches; Motion picture studios,"Pacific Palisades (Los Angeles, Calif.);",,Malibu Historical Collection;,complete;,,,,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Ephemera 0129: http://www.oac.cdlib.org/findaid/ark:/13030/c8w95gpb",Pepperdine University Libraries,"Black and white photographic print, 3.5 x 4.5 inches;",Collected and donated by Eric Wienberg,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives",match00986.tif,Image,,image/jp2,15748804 Bytes,2012,2609,RGB,942247422,Epson Expression 11000XL Photo Scanner,,PAY-324-01\paystuw,,,,,2015-12-04,2019-03-25,http://cdm15730.contentdm.oclc.org/cdm/ref/collection/p15730coll18/id/1723,1723,wienberg1723,1700.jp2,Volume5/match00986.tif,/p15730coll18/image/1700.jp2
Lighthouse at Inceville,"Inceville was a pioneering movie studio built by film producer Thomas Ince on a ranch located at present-day Sunset Boulevard and Pacific Coast Highway in Pacific Palisades, California. The lighthouse and building seen here were part of the expansive network of sets. Ince ran the studio for several years, starting in 1912, before selling Inceville and moving on. The village eventually burned to the ground in 1922; only the church, made of stone, survived. It would later disappear as well. This photo is part of a series documenting the visit of a small party to Inceville and nearby locations. Written by Eric Wienberg on back: ""Lighthouse; Inceville 1922; Sunset & Coast Hwy, EEW""",,Motion picture studios; Lighthouses;,"Pacific Palisades (Los Angeles, Calif.);",,Malibu Historical Collection;,complete;,,,,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Ephemera 0129: http://www.oac.cdlib.org/findaid/ark:/13030/c8w95gpb",Pepperdine University Libraries,"Black and white photographic print, 3.5 x 4.5 inches;",Collected and donated by Eric Wienberg,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives",match00987.tif,Image,,image/jp2,15590935 Bytes,2015,2579,RGB,233721431,Epson Expression 11000XL Photo Scanner,,PAY-324-01\paystuw,,,,,2015-12-04,2019-03-25,http://cdm15730.contentdm.oclc.org/cdm/ref/collection/p15730coll18/id/1724,1724,wienberg1724,1701.jp2,Volume5/match00987.tif,/p15730coll18/image/1701.jp2
Group picture at Inceville,"Inceville was a pioneering movie studio built by film producer Thomas Ince on a ranch located at present-day Sunset Boulevard and Pacific Coast Highway in Pacific Palisades, California. The group of men and women here are posing in the village, part of the expansive network of sets. Ince ran the studio for several years, starting in 1912, before selling Inceville and moving on. The village eventually burned to the ground in 1922; only the church, made of stone, survived. It would later disappear as well. Written by Eric Wienberg on back: ""Inceville, 1919; Sunset & Coast Highway Pacific Palisades, CAL, EWC""",,Motion picture studios,"Pacific Palisades (Los Angeles, Calif.);",,Malibu Historical Collection;,complete;,,,,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Ephemera 0129: http://www.oac.cdlib.org/findaid/ark:/13030/c8w95gpb",Pepperdine University Libraries,"Black and white photographic print, 2.5 x 3.5 inches;",Collected and donated by Eric Wienberg,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives",match00988.tif,Image,,image/jp2,9624448 Bytes,1516,2116,RGB,1429959457,Epson Expression 11000XL Photo Scanner,,PAY-324-01\paystuw,,,,,2015-12-04,2019-03-25,http://cdm15730.contentdm.oclc.org/cdm/ref/collection/p15730coll18/id/1725,1725,wienberg1725,1702.jp2,Volume5/match00988.tif,/p15730coll18/image/1702.jp2
Four women and two dogs at Inceville,"Inceville was a pioneering movie studio built by film producer Thomas Ince on a ranch located at present-day Sunset Boulevard and Pacific Coast Highway in Pacific Palisades, California. Four women with their dogs pose in a village, which was part of the expansive network of sets. Ince ran the studio for several years, starting in 1912, before selling Inceville and moving on. The village eventually burned to the ground in 1922; only the church, made of stone, survived. It would later disappear as well. This photo is part of a series documenting the visit of a small party to Inceville and nearby locations. Written by Eric Wienberg on back: ""1922 Inceville, Cal. Studio Houses EEW""",,Motion picture studios; Women; Dogs;,"Pacific Palisades (Los Angeles, Calif.);",,Malibu Historical Collection;,complete;,,,,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Ephemera 0129: http://www.oac.cdlib.org/findaid/ark:/13030/c8w95gpb",Pepperdine University Libraries,"Black and white photographic print, 3.5 x 4.5 inches;",Collected and donated by Eric Wienberg,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives",match00989.tif,Image,,image/jp2,14326144 Bytes,1877,2544,RGB,574031938,Epson Expression 11000XL Photo Scanner,,PAY-324-01\paystuw,,,,,2015-12-04,2019-03-25,http://cdm15730.contentdm.oclc.org/cdm/ref/collection/p15730coll18/id/1726,1726,wienberg1726,1703.jp2,Volume5/match00989.tif,/p15730coll18/image/1703.jp2
Old church and other sets at Inceville,"Inceville was a pioneering movie studio built by film producer Thomas Ince on a ranch located at present-day Sunset Boulevard and Pacific Coast Highway in Pacific Palisades, California. The village and church seen here were part of the expansive network of sets. Ince ran the studio for several years, starting in 1912, before selling Inceville and moving on. The village eventually burned to the ground in 1922; only the church, made of stone, survived. For a period in the 1920s, it was known as the ""Tea Room."" It would later disappear as well. This photo is part of a series documenting the visit of a small party to Inceville and nearby locations. Written by Eric Wienberg on back: ""EEW; 1922 Inceville Looking South Sunset & Coast Hwy, The Tea Room""",,Motion picture studios; Churches;,"Pacific Palisades (Los Angeles, Calif.);",,Malibu Historical Collection;,complete;,,,,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Ephemera 0129: http://www.oac.cdlib.org/findaid/ark:/13030/c8w95gpb",Pepperdine University Libraries,"Black and white photographic print, 3.5 x 4.5 inches;",Collected and donated by Eric Wienberg,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives",match00990.tif,Image,,image/jp2,15177580 Bytes,1980,2555,RGB,2094195807,Epson Expression 11000XL Photo Scanner,,PAY-324-01\paystuw,,,,,2015-12-04,2019-03-25,http://cdm15730.contentdm.oclc.org/cdm/ref/collection/p15730coll18/id/1727,1727,wienberg1727,1704.jp2,Volume5/match00990.tif,/p15730coll18/image/1704.jp2
Santa Monica Pier viewed from Palisades Park,"A view over the Pacific Coast Highway of the Santa Monica Municipal Pier in 1960. The Pacific Ocean Park pier is visible in the background. On back: ""EEW; 1960, Santa Monica Pier""",,Piers & wharves; Coastlines; Roads; Merry-go-rounds;,"Santa Monica (Calif.); Santa Monica Pier (Santa Monica, Calif.);",,Malibu Historical Collection;,complete;,,,,"Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Ephemera 0129: http://www.oac.cdlib.org/findaid/ark:/13030/c8w95gpb",Pepperdine University Libraries,"Postcard, 4 x 4 inches;",Collected and donated by Eric Wienberg,"Copyright to materials in this collection, in most cases, is retained by Pepperdine University. Materials are intended for educational and research use, and may be used for non-commercial purposes with appropriate attribution. Organizations and individuals seeking to use materials for publication must assume all responsibility for identifying and satisfying any claimants of copyright. Such parties should contact Pepperdine University Special Collections and University Archives.","Eric Wienberg Collection of Malibu Matchbooks, Postcards, and Collectables [digital resource], Pepperdine University Special Collections and University Archives",match00991.tif,Image,,image/jp2,16589446 Bytes,2357,2346,RGB,1341733701,Epson Expression 11000XL Photo Scanner,,PAY-324-01\paystuw,,,,,2015-12-04,2019-03-25,http://cdm15730.contentdm.oclc.org/cdm/ref/collection/p15730coll18/id/1728,1728,wienberg1728,1705.jp2,Volume5/match00991.tif,/p15730coll18/image/1705.jp2
